room_type_Entire home/apt,neighbourhood_group_cleansed_Manhattan,accommodates,bathroom_type_baths,bedrooms,bathroom_type_shared,bedrooms_per_accommodates,review_scores_location,gym,room_type_Private room,Predicted_Price,price,Error
0.0,1.0,2.0,0.0,1.0,1.0,0.5,5.0,1.0,1.0,121.49498236467765,85.0,-36.494982364677654
1.0,1.0,4.0,0.0,5.0,0.0,1.25,5.0,1.0,0.0,208.7767733662233,159.0,-49.776773366223296
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.79,0.0,0.0,117.6508786424913,143.0,25.349121357508693
0.0,0.0,2.0,0.0,1.0,1.0,0.5,5.0,0.0,1.0,59.94380463937255,50.0,-9.943804639372551
0.0,0.0,4.0,0.0,1.0,1.0,0.25,4.85,1.0,1.0,83.86838040784066,60.0,-23.86838040784066
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.97,0.0,0.0,164.41401575827007,215.0,50.58598424172993
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.8,0.0,0.0,144.83269458910965,175.0,30.16730541089035
0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,69.62128528195267,38.0,-31.621285281952666
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.95,0.0,0.0,140.80299327252905,175.0,34.19700672747095
1.0,0.0,6.0,0.0,3.0,0.0,0.5,4.73,0.0,0.0,175.8310217810128,170.0,-5.831021781012794
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.94,0.0,0.0,175.62495547743399,180.0,4.375044522566014
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,5.0,1.0,0.0,220.60417260492537,390.0,169.39582739507463
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.52,0.0,1.0,71.66562262650277,65.0,-6.665622626502767
1.0,0.0,4.0,1.0,3.0,0.0,0.75,4.87,0.0,0.0,236.08849204159029,300.0,63.911507958409715
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.67,0.0,0.0,118.97814849591926,149.0,30.021851504080743
1.0,0.0,7.0,0.0,2.0,0.0,0.2857142857142857,4.86,0.0,0.0,158.2421719604517,85.0,-73.24217196045171
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,1.0,67.34911947372123,60.0,-7.349119473721231
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,1.0,0.0,176.05630801052055,168.0,-8.056308010520553
1.0,0.0,6.0,0.0,2.0,0.0,0.3333333333333333,4.7,0.0,0.0,146.0907890561284,121.0,-25.090789056128386
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.73,0.0,0.0,142.13527657355408,175.0,32.86472342644592
1.0,0.0,5.0,0.0,2.0,0.0,0.4,4.7494104477611945,0.0,0.0,151.7857891161893,150.0,-1.7857891161893065
1.0,1.0,5.0,0.0,2.0,0.0,0.4,5.0,0.0,0.0,202.4761813874476,145.0,-57.47618138744761
0.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0,116.32677513475458,75.0,-41.326775134754584
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.93,0.0,0.0,142.20824724569488,107.0,-35.20824724569488
1.0,1.0,7.0,1.0,3.0,0.0,0.42857142857142855,4.7494104477611945,1.0,0.0,457.84049796364127,750.0,292.15950203635873
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.92,0.0,1.0,68.28289754623788,150.0,81.71710245376212
1.0,1.0,4.0,0.0,2.0,0.0,0.5,4.5,0.0,0.0,162.9665669716643,257.0,94.03343302833571
1.0,0.0,6.0,0.0,3.0,0.0,0.5,4.99,0.0,0.0,271.92523991535313,250.0,-21.92523991535313
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.93,0.0,0.0,159.85618236570588,160.0,0.1438176342941233
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.73,0.0,1.0,76.24363501816077,119.0,42.756364981839226
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.96,0.0,1.0,99.41322491070328,115.0,15.586775089296722
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.53,0.0,0.0,99.98423381545588,85.0,-14.98423381545588
0.0,1.0,3.0,0.0,1.0,1.0,0.3333333333333333,4.76,0.0,1.0,75.16638989872685,56.0,-19.166389898726848
0.0,0.0,3.0,0.0,1.0,1.0,0.3333333333333333,4.7494104477611945,0.0,1.0,67.22296597422607,67.0,-0.22296597422607078
1.0,0.0,7.0,0.0,3.0,0.0,0.42857142857142855,3.67,0.0,0.0,239.3585876151215,254.0,14.641412384878493
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.77,0.0,0.0,112.33524381395819,179.0,66.66475618604181
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.88,0.0,1.0,64.24798482519995,80.0,15.75201517480005
1.0,0.0,5.0,0.0,1.0,0.0,0.2,4.7,0.0,0.0,110.11882982376315,150.0,39.88117017623685
0.0,0.0,3.0,0.0,1.0,1.0,0.3333333333333333,4.73,0.0,1.0,63.07424254253258,64.0,0.9257574574674194
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.97,0.0,0.0,176.36446308347044,250.0,73.63553691652956
1.0,0.0,5.0,0.0,1.0,0.0,0.2,4.0,0.0,0.0,150.65077479375566,108.0,-42.65077479375566
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.53,0.0,1.0,55.66817921018402,35.0,-20.66817921018402
1.0,1.0,4.0,0.0,2.0,0.0,0.5,5.0,0.0,0.0,197.18551075779223,99.0,-98.18551075779223
0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,48.457664561122385,35.0,-13.457664561122385
0.0,0.0,4.0,0.0,1.0,1.0,0.25,4.84,0.0,1.0,66.63282326773333,63.0,-3.632823267733329
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.73,0.0,1.0,45.28431265233711,59.0,13.715687347662893
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.7,0.0,1.0,56.7294088946294,55.0,-1.729408894629401
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.91,0.0,0.0,58.385715787849776,40.0,-18.385715787849776
1.0,0.0,4.0,0.0,5.0,0.0,1.25,4.78,0.0,0.0,106.08718250330544,113.0,6.912817496694558
1.0,1.0,1.0,0.0,5.0,0.0,5.0,4.7494104477611945,0.0,0.0,126.46196029365902,60.0,-66.46196029365902
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.48,0.0,0.0,117.01934932554838,114.0,-3.019349325548376
0.0,0.0,5.0,0.0,1.0,1.0,0.2,5.0,0.0,0.0,67.67173889689387,99.0,31.32826110310613
0.0,0.0,3.0,1.0,1.0,0.0,0.3333333333333333,5.0,0.0,1.0,85.46913402648656,84.0,-1.4691340264865573
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.57,0.0,1.0,58.148905994742925,43.0,-15.148905994742925
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.85,0.0,1.0,73.04367130976145,80.0,6.95632869023855
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.43,0.0,1.0,54.035112678403024,38.0,-16.035112678403024
1.0,0.0,6.0,1.0,2.0,0.0,0.3333333333333333,4.61,0.0,0.0,191.6445027327949,364.0,172.3554972672051
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.6,0.0,0.0,120.72076749613852,155.0,34.27923250386148
1.0,0.0,7.0,0.0,2.0,0.0,0.2857142857142857,4.86,0.0,0.0,158.2421719604517,109.0,-49.242171960451714
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.51,0.0,1.0,58.4486613115089,42.0,-16.4486613115089
1.0,0.0,2.0,0.0,5.0,0.0,2.5,4.7,0.0,0.0,98.1151945721128,52.0,-46.1151945721128
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.94,0.0,0.0,139.08757365354464,120.0,-19.087573653544638
1.0,1.0,7.0,1.0,2.0,0.0,0.2857142857142857,4.75,1.0,0.0,557.8402382245364,3000.0,2442.1597617754637
0.0,0.0,2.0,0.0,1.0,1.0,0.5,5.0,0.0,1.0,59.94380463937255,50.0,-9.943804639372551
0.0,0.0,4.0,0.0,1.0,1.0,0.25,4.8,1.0,1.0,75.97488727984938,41.0,-34.97488727984938
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.47,0.0,1.0,49.738178186840656,35.0,-14.738178186840656
0.0,1.0,2.0,0.0,1.0,1.0,0.5,5.0,0.0,1.0,85.98042567550657,80.0,-5.980425675506567
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.77,1.0,1.0,93.53106440560819,40.0,-53.53106440560819
1.0,1.0,5.0,1.0,2.0,0.0,0.4,5.0,0.0,0.0,337.34014990932985,549.0,211.65985009067015
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.72,0.0,1.0,68.90339471798205,40.0,-28.903394717982053
1.0,0.0,4.0,0.0,2.0,0.0,0.5,5.0,0.0,0.0,156.22262822024308,51.0,-105.22262822024308
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.89,0.0,1.0,52.218628009002984,45.0,-7.218628009002984
0.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,5.0,0.0,1.0,83.6284150421616,50.0,-33.628415042161606
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.43,0.0,0.0,88.08417943155355,190.0,101.91582056844645
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.89,0.0,1.0,63.83336846528041,50.0,-13.833368465280408
0.0,1.0,2.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,140.24272714429233,95.0,-45.24272714429233
1.0,1.0,5.0,0.0,3.0,0.0,0.6,5.0,0.0,0.0,212.84771284140433,175.0,-37.84771284140433
1.0,0.0,5.0,0.0,2.0,0.0,0.4,4.83,0.0,0.0,162.9799058320569,249.0,86.02009416794311
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.53,0.0,1.0,72.0733510461653,89.0,16.9266489538347
0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,33.65570979079303,37.0,3.3442902092069673
1.0,0.0,2.0,0.0,5.0,0.0,2.5,4.75,0.0,0.0,100.66202642481757,160.0,59.33797357518243
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.77,0.0,1.0,55.598209875426406,52.0,-3.598209875426406
1.0,0.0,4.0,0.0,2.0,0.0,0.5,5.0,0.0,0.0,156.22262822024308,120.0,-36.22262822024308
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.31,0.0,1.0,61.77065310173536,106.0,44.22934689826464
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,1.0,67.34911947372123,40.0,-27.34911947372123
1.0,0.0,4.0,0.0,1.0,0.0,0.25,5.0,0.0,0.0,135.17553736043493,80.0,-55.17553736043493
1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,102.4720654787504,60.0,-42.472065478750395
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.46,0.0,0.0,99.06026652575123,89.0,-10.060266525751231
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,1.0,1.0,98.85294214141757,400.0,301.14705785858246
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.67,0.0,1.0,58.44038817167773,63.0,4.559611828322268
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0,128.0001637333535,170.0,41.9998362666465
0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,78.62480642920522,49.0,-29.624806429205222
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.94,0.0,1.0,87.99205151708813,99.0,11.007948482911871
1.0,0.0,2.0,0.0,5.0,0.0,2.5,4.77,0.0,0.0,100.19978022348278,125.0,24.800219776517224
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.8,0.0,1.0,60.78640052386126,99.0,38.21359947613874
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.53,0.0,0.0,99.98423381545588,150.0,50.01576618454412
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.85,0.0,0.0,154.487315183083,161.0,6.5126848169169875
1.0,0.0,4.0,0.0,2.0,0.0,0.5,5.0,0.0,0.0,156.22262822024308,111.0,-45.22262822024308
0.0,1.0,3.0,0.0,1.0,1.0,0.3333333333333333,4.84,0.0,1.0,84.57458185164536,99.0,14.425418148354638
1.0,0.0,3.0,0.0,5.0,0.0,1.6666666666666667,4.75,0.0,0.0,96.24908408294178,89.0,-7.249084082941778
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.84,0.0,1.0,60.87702683282424,60.0,-0.8770268328242423
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.7,0.0,0.0,36.980183740343286,45.0,8.019816259656714
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.98,0.0,0.0,172.26952123346538,345.0,172.73047876653462
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.58,0.0,1.0,56.445936964428704,100.0,43.554063035571296
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.79,0.0,1.0,63.21674067232112,60.0,-3.216740672321123
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.57,0.0,1.0,58.148905994742925,46.0,-12.148905994742925
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.0,0.0,1.0,96.38534180422673,100.0,3.6146581957732735
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.81,0.0,0.0,158.69568065728578,158.0,-0.6956806572857772
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.92,0.0,1.0,123.0035764845938,75.0,-48.00357648459379
0.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.72,0.0,1.0,76.0456157684473,69.0,-7.0456157684473055
1.0,0.0,3.0,0.0,5.0,0.0,1.6666666666666667,5.0,0.0,0.0,120.59058899175388,160.0,39.409411008246124
1.0,0.0,5.0,0.0,2.0,0.0,0.4,4.27,0.0,0.0,143.16131562767865,95.0,-48.16131562767865
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.7494104477611945,0.0,1.0,61.225927875799364,46.0,-15.225927875799364
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.75,0.0,0.0,118.19927337058083,100.0,-18.199273370580826
0.0,1.0,2.0,1.0,2.0,0.0,1.0,5.0,0.0,1.0,129.46783877732827,399.0,269.53216122267173
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.76,0.0,0.0,117.52749493419608,119.0,1.4725050658039152
1.0,0.0,4.0,0.0,3.0,0.0,0.75,4.92,0.0,0.0,180.65664205701694,250.0,69.34335794298306
1.0,0.0,7.0,1.0,4.0,0.0,0.5714285714285714,3.17,0.0,0.0,362.4260665713298,900.0,537.5739334286702
1.0,0.0,3.0,0.0,2.0,0.0,0.6666666666666666,4.86,0.0,0.0,143.32375985591844,140.0,-3.323759855918439
1.0,0.0,2.0,0.0,5.0,0.0,2.5,4.71,0.0,0.0,99.20929532839013,89.0,-10.209295328390127
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.96,0.0,0.0,144.11690896553483,179.0,34.88309103446517
0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,59.85119264932895,76.0,16.14880735067105
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.81,0.0,0.0,113.8795942984015,105.0,-8.8795942984015
1.0,1.0,4.0,1.0,1.0,0.0,0.25,5.0,1.0,0.0,310.9983410881076,614.0,303.0016589118924
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,0.0,117.15111555451642,250.0,132.84888444548358
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.64,0.0,1.0,57.873048503459614,55.0,-2.8730485034596143
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,1.0,0.0,249.08121110079102,165.0,-84.08121110079102
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.83,0.0,1.0,81.46472233360592,71.0,-10.46472233360592
0.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0,70.23028560198729,40.0,-30.23028560198729
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.88,0.0,1.0,64.24798482519995,60.0,-4.24798482519995
1.0,0.0,2.0,0.0,5.0,0.0,2.5,4.71,0.0,0.0,99.20929532839013,85.0,-14.209295328390127
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.75,0.0,0.0,155.21831079610052,149.0,-6.218310796100525
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0,156.85914668056722,135.0,-21.85914668056722
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.7494104477611945,0.0,1.0,71.92583901255627,75.0,3.074160987443733
0.0,0.0,2.0,1.0,1.0,0.0,0.5,4.75,1.0,1.0,83.79861561218813,65.0,-18.79861561218813
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.94,0.0,0.0,60.57316922379235,142.0,81.42683077620765
1.0,0.0,6.0,0.0,3.0,0.0,0.5,4.85,0.0,0.0,201.32221680730666,203.0,1.6777831926933402
0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.94,0.0,1.0,81.61471478305181,56.0,-25.61471478305181
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.5,0.0,1.0,45.97354417081299,55.0,9.026455829187007
0.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.9,0.0,1.0,85.43962783867562,65.0,-20.43962783867562
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.55,0.0,0.0,113.19503413073978,65.0,-48.195034130739785
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.52,0.0,1.0,45.220013271407524,60.0,14.779986728592476
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.9,0.0,1.0,75.72037637444068,95.0,19.279623625559324
1.0,1.0,5.0,1.0,2.0,0.0,0.4,5.0,0.0,0.0,337.34014990932985,398.0,60.65985009067015
1.0,0.0,5.0,0.0,2.0,0.0,0.4,5.0,0.0,0.0,167.45661962035925,255.0,87.54338037964075
0.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0,70.23028560198729,88.0,17.76971439801271
1.0,0.0,4.0,1.0,3.0,0.0,0.75,4.4,0.0,0.0,192.9360426108006,285.0,92.0639573891994
0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.78,0.0,1.0,60.77867364215488,52.0,-8.778673642154878
1.0,0.0,6.0,1.0,3.0,0.0,0.5,4.74,0.0,0.0,243.4582059411723,235.0,-8.45820594117231
1.0,0.0,2.0,0.0,5.0,0.0,2.5,4.89,1.0,0.0,147.23267127896574,225.0,77.76732872103426
1.0,0.0,7.0,0.0,1.0,0.0,0.14285714285714285,3.5,0.0,0.0,260.7487668379786,300.0,39.25123316202138
1.0,0.0,6.0,0.0,2.0,0.0,0.3333333333333333,4.62,0.0,0.0,144.3329054687608,40.0,-104.3329054687608
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.77,0.0,1.0,55.598209875426406,51.0,-4.598209875426406
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.83,0.0,1.0,71.80918665824429,62.0,-9.809186658244286
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.85,0.0,0.0,36.71593526422777,100.0,63.28406473577223
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.52,0.0,1.0,60.254095787017405,110.0,49.745904212982595
0.0,0.0,2.0,1.0,1.0,0.0,0.5,5.0,0.0,1.0,67.4925198800324,56.0,-11.492519880032404
1.0,0.0,3.0,0.0,5.0,0.0,1.6666666666666667,4.61,0.0,0.0,97.24886367545979,110.0,12.751136324540212
1.0,1.0,3.0,0.0,5.0,0.0,1.6666666666666667,4.25,0.0,0.0,108.6024185260665,209.0,100.3975814739335
0.0,0.0,2.0,0.0,1.0,1.0,0.5,5.0,0.0,1.0,59.94380463937255,45.0,-14.943804639372551
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.55,0.0,0.0,124.78514939062414,130.0,5.214850609375858
0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.5,0.0,1.0,63.342860874964316,50.0,-13.342860874964316
0.0,0.0,4.0,0.0,1.0,0.0,0.25,4.75,0.0,1.0,91.49165663150617,68.0,-23.491656631506174
0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.75,0.0,1.0,74.43026509658044,60.0,-14.430265096580442
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.56,0.0,0.0,135.35663141167558,120.0,-15.356631411675579
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.67,0.0,1.0,69.63189903049748,99.0,29.36810096950252
1.0,0.0,4.0,0.0,5.0,0.0,1.25,4.59,0.0,0.0,110.85926029111316,110.0,-0.8592602911131593
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0,156.85914668056722,219.0,62.14085331943278
0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,59.85119264932895,90.0,30.14880735067105
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.67,0.0,1.0,106.42041283808405,70.0,-36.42041283808405
1.0,1.0,3.0,0.0,5.0,0.0,1.6666666666666667,4.67,0.0,0.0,121.53984204597731,95.0,-26.53984204597731
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.7494104477611945,0.0,1.0,41.83263723154611,95.0,53.16736276845389
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.7,0.0,1.0,56.7294088946294,40.0,-16.7294088946294
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.67,0.0,1.0,74.03766658137702,100.0,25.962333418622976
1.0,1.0,5.0,1.0,2.0,0.0,0.4,4.84,0.0,0.0,343.44149395286394,165.0,-178.44149395286394
1.0,1.0,4.0,1.0,4.0,0.0,1.0,5.0,0.0,0.0,307.28251839457477,300.0,-7.282518394574765
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.73,0.0,1.0,45.28431265233711,60.0,14.715687347662893
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.96,0.0,0.0,144.21529599607913,144.0,-0.21529599607913497
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.8,0.0,1.0,55.15003532127166,66.0,10.849964678728341
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.66,1.0,0.0,139.57213930543332,125.0,-14.572139305433325
1.0,0.0,7.0,1.0,4.0,0.0,0.5714285714285714,4.9,0.0,0.0,398.8627859328111,291.0,-107.86278593281111
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,1.0,67.34911947372123,57.0,-10.349119473721231
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.86,0.0,1.0,63.65762255855337,61.0,-2.6576225585533706
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.81,0.0,1.0,56.07804528643774,84.0,27.921954713562258
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.93,0.0,0.0,159.85618236570588,300.0,140.14381763429412
0.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0,70.23028560198729,80.0,9.76971439801271
0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,78.62480642920522,81.0,2.375193570794778
1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.95,0.0,0.0,136.49238219797118,79.0,-57.49238219797118
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,1.0,67.34911947372123,45.0,-22.34911947372123
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.98,0.0,1.0,68.93254816764716,60.0,-8.932548167647155
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.86,1.0,0.0,208.38857412450574,75.0,-133.38857412450574
0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.7,0.0,1.0,66.50517229466124,60.0,-6.505172294661236
0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.7494104477611945,1.0,1.0,88.7874184355909,65.0,-23.787418435590894
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.17,0.0,0.0,108.83110888187312,150.0,41.16889111812688
0.0,0.0,2.0,0.0,1.0,1.0,0.5,5.0,0.0,1.0,59.94380463937255,47.0,-12.943804639372551
0.0,0.0,2.0,0.0,1.0,1.0,0.5,5.0,0.0,1.0,59.94380463937255,47.0,-12.943804639372551
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.0,0.0,1.0,53.36313209965179,52.0,-1.3631320996517928
0.0,0.0,2.0,0.0,1.0,1.0,0.5,3.95,0.0,1.0,53.36313209965179,38.0,-15.363132099651793
1.0,1.0,5.0,1.0,2.0,0.0,0.4,5.0,0.0,0.0,337.34014990932985,200.0,-137.34014990932985
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.53,0.0,1.0,55.66817921018402,59.0,3.3318207898159784
1.0,0.0,6.0,0.0,3.0,0.0,0.5,4.83,0.0,0.0,200.00293386590354,290.0,89.99706613409646
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.75,0.0,1.0,73.77488373558003,80.0,6.225116264419967
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.86,0.0,0.0,147.3434976756057,225.0,77.6565023243943
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.78,0.0,1.0,74.28931354530599,74.0,-0.28931354530598696
0.0,0.0,2.0,1.0,1.0,0.0,0.5,4.7494104477611945,0.0,1.0,62.86766133579703,50.0,-12.867661335797031
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.88,0.0,1.0,64.24798482519995,100.0,35.75201517480005
1.0,1.0,6.0,0.0,2.0,0.0,0.3333333333333333,5.0,0.0,0.0,226.7417896908921,188.0,-38.74178969089209
1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.82,0.0,0.0,90.172373448266,90.0,-0.17237344826600065
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.71,0.0,0.0,111.18170736866851,84.0,-27.181707368668512
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0,156.85914668056722,925.0,768.1408533194328
0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,66.05670123731338,35.0,-31.056701237313376
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0,128.0001637333535,149.0,20.999836266646497
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.93,0.0,1.0,58.88516108302619,65.0,6.1148389169738095
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.83,0.0,1.0,60.467986782906934,65.0,4.532013217093066
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0,128.0001637333535,200.0,71.9998362666465
0.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0,116.32677513475458,250.0,133.6732248652454
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.5,0.0,1.0,64.98149203490635,55.0,-9.981492034906353
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0,156.85914668056722,185.0,28.14085331943278
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.35,0.0,1.0,51.84707149503658,33.0,-18.84707149503658
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.93,0.0,0.0,171.91336680114043,97.0,-74.91336680114043
1.0,1.0,7.0,1.0,3.0,0.0,0.42857142857142855,4.71,0.0,0.0,356.6944145405299,300.0,-56.69441454052992
1.0,0.0,6.0,0.0,2.0,0.0,0.3333333333333333,4.65,0.0,0.0,145.7641302622425,150.0,4.235869737757497
0.0,0.0,2.0,0.0,5.0,0.0,2.5,4.81,0.0,1.0,80.85359313009657,82.0,1.14640686990343
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.73,0.0,0.0,142.13527657355408,103.0,-39.13527657355408
