room_type_Entire home/apt,neighbourhood_group_cleansed_Manhattan,accommodates,bathroom_type_baths,bedrooms,bathroom_type_shared,bedrooms_per_accommodates,review_scores_location,gym,room_type_Private room
0.0,1.0,2.0,0.0,1.0,1.0,0.5,3.89,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.88,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.98,0.0,1.0
0.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.5,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,1.0,4.0,0.0,2.0,0.0,0.5,5.0,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,5.0,1.0,0.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.5,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.95,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,5.0,0.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0
0.0,0.0,3.0,0.0,1.0,1.0,0.3333333333333333,4.71,0.0,1.0
1.0,0.0,4.0,0.0,5.0,0.0,1.25,4.7,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,5.0,0.0,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.0,0.0,1.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,5.0,0.0,1.0
0.0,0.0,4.0,0.0,1.0,0.0,0.25,4.7494104477611945,0.0,1.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,1.0
1.0,1.0,3.0,0.0,5.0,0.0,1.6666666666666667,4.86,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.94,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.5,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,1.0,4.0,0.0,2.0,0.0,0.5,4.7494104477611945,0.0,0.0
1.0,1.0,2.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0
1.0,1.0,3.0,0.0,2.0,0.0,0.6666666666666666,5.0,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.43,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.57,0.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.61,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.9,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.86,1.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.94,0.0,0.0
0.0,0.0,2.0,0.0,2.0,1.0,1.0,4.82,0.0,1.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,1.0,1.0
1.0,1.0,2.0,0.0,2.0,0.0,1.0,4.2,0.0,0.0
0.0,1.0,3.0,0.0,1.0,1.0,0.3333333333333333,5.0,0.0,1.0
1.0,0.0,5.0,0.0,1.0,0.0,0.2,4.89,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.27,0.0,1.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.06,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.92,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.88,0.0,1.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.77,0.0,0.0
0.0,0.0,4.0,0.0,1.0,1.0,0.25,4.3,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.7494104477611945,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0
1.0,1.0,7.0,1.0,5.0,0.0,0.7142857142857143,5.0,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.1,0.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.5,0.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.57,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.71,0.0,1.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,3.67,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.83,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.92,0.0,1.0
0.0,0.0,2.0,1.0,1.0,0.0,0.5,4.51,0.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.77,0.0,1.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.94,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.49,0.0,1.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,5.0,0.0,1.0
1.0,0.0,6.0,0.0,3.0,0.0,0.5,4.86,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.71,0.0,0.0
1.0,0.0,4.0,1.0,2.0,0.0,0.5,5.0,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,0.0
0.0,1.0,4.0,0.0,1.0,0.0,0.25,4.17,0.0,1.0
1.0,0.0,4.0,1.0,2.0,0.0,0.5,5.0,1.0,0.0
0.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.0,0.0,1.0
1.0,0.0,6.0,1.0,2.0,0.0,0.3333333333333333,4.63,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.7494104477611945,0.0,0.0
1.0,0.0,7.0,1.0,3.0,0.0,0.42857142857142855,4.8,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.79,0.0,1.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.78,0.0,1.0
1.0,1.0,5.0,0.0,1.0,0.0,0.2,4.7,0.0,0.0
1.0,1.0,3.0,1.0,2.0,0.0,0.6666666666666666,4.2,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.8,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.75,0.0,0.0
1.0,0.0,5.0,0.0,2.0,0.0,0.4,4.82,0.0,0.0
1.0,1.0,5.0,1.0,2.0,0.0,0.4,4.7494104477611945,1.0,0.0
1.0,0.0,6.0,0.0,2.0,0.0,0.3333333333333333,4.27,1.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.28,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.0,0.0,1.0
1.0,1.0,1.0,0.0,5.0,0.0,5.0,4.7494104477611945,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.78,0.0,1.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,1.0,1.0
1.0,0.0,4.0,0.0,5.0,0.0,1.25,4.69,0.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.7494104477611945,1.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.79,0.0,0.0
1.0,0.0,6.0,1.0,5.0,0.0,0.8333333333333334,4.83,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.65,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0
1.0,0.0,5.0,0.0,2.0,0.0,0.4,4.72,0.0,0.0
1.0,1.0,3.0,1.0,1.0,0.0,0.3333333333333333,5.0,0.0,0.0
1.0,1.0,4.0,1.0,1.0,0.0,0.25,5.0,1.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.81,0.0,0.0
1.0,1.0,3.0,0.0,5.0,0.0,1.6666666666666667,4.94,0.0,0.0
1.0,0.0,6.0,1.0,4.0,0.0,0.6666666666666666,4.91,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.88,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.94,0.0,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.24,0.0,1.0
0.0,1.0,3.0,0.0,1.0,1.0,0.3333333333333333,4.87,0.0,1.0
1.0,0.0,5.0,0.0,2.0,0.0,0.4,4.0,0.0,0.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.6,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,1.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.75,0.0,0.0
0.0,1.0,2.0,0.0,2.0,1.0,1.0,4.9,0.0,1.0
1.0,0.0,1.0,0.0,5.0,0.0,5.0,4.5,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,5.0,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.67,0.0,1.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.55,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,1.0,3.0,0.0,5.0,0.0,1.6666666666666667,4.96,0.0,0.0
1.0,1.0,4.0,0.0,2.0,0.0,0.5,4.91,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.93,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,1.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.93,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,0.0
1.0,0.0,3.0,1.0,2.0,0.0,0.6666666666666666,3.0,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,0.0,2.0,0.0,5.0,0.0,2.5,4.56,0.0,0.0
1.0,1.0,2.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.7494104477611945,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.34,0.0,1.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.7494104477611945,0.0,0.0
1.0,0.0,3.0,0.0,5.0,0.0,1.6666666666666667,4.01,1.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
0.0,1.0,1.0,0.0,3.0,1.0,3.0,4.62,1.0,1.0
1.0,0.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.83,0.0,1.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.88,0.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.92,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.87,0.0,0.0
1.0,0.0,6.0,0.0,2.0,0.0,0.3333333333333333,3.83,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.91,0.0,1.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.37,0.0,1.0
1.0,1.0,6.0,1.0,3.0,0.0,0.5,4.5,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.36,0.0,1.0
1.0,0.0,5.0,0.0,2.0,0.0,0.4,4.7494104477611945,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.7494104477611945,0.0,1.0
1.0,1.0,6.0,1.0,2.0,0.0,0.3333333333333333,5.0,0.0,0.0
1.0,1.0,6.0,1.0,3.0,0.0,0.5,4.69,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.67,0.0,0.0
1.0,0.0,6.0,0.0,2.0,0.0,0.3333333333333333,4.59,0.0,0.0
1.0,1.0,3.0,0.0,5.0,0.0,1.6666666666666667,5.0,1.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,1.0
1.0,0.0,1.0,0.0,5.0,0.0,5.0,4.5,0.0,0.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,5.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.76,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.91,0.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.6,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.81,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.46,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.6,0.0,0.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.1,0.0,0.0
0.0,0.0,2.0,0.0,5.0,0.0,2.5,4.84,0.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.75,0.0,1.0
0.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.86,0.0,1.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.4,0.0,1.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.91,0.0,1.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.49,0.0,1.0
1.0,1.0,2.0,1.0,1.0,0.0,0.5,4.7494104477611945,1.0,0.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,5.0,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.61,0.0,0.0
0.0,0.0,2.0,0.0,2.0,1.0,1.0,4.9,0.0,1.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.44,0.0,1.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.7494104477611945,1.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.19,0.0,0.0
1.0,1.0,5.0,0.0,1.0,0.0,0.2,5.0,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.82,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.44,0.0,1.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,5.0,0.0,0.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.2,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.92,0.0,1.0
1.0,1.0,5.0,1.0,1.0,0.0,0.2,4.67,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.4,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.67,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.93,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.93,0.0,0.0
1.0,0.0,5.0,0.0,2.0,0.0,0.4,4.79,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.46,0.0,1.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.79,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.79,0.0,1.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,5.0,1.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.29,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.97,0.0,0.0
1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.7494104477611945,0.0,0.0
1.0,0.0,5.0,1.0,2.0,0.0,0.4,4.88,0.0,0.0
0.0,1.0,3.0,0.0,1.0,1.0,0.3333333333333333,4.97,0.0,1.0
0.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.98,0.0,1.0
0.0,0.0,3.0,0.0,2.0,1.0,0.6666666666666666,4.5,0.0,1.0
1.0,0.0,4.0,1.0,2.0,0.0,0.5,4.67,0.0,0.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.92,0.0,0.0
1.0,0.0,4.0,1.0,2.0,0.0,0.5,4.5,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.5,0.0,1.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.69,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.82,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.75,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.74,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.62,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,0.0,5.0,0.0,2.0,0.0,0.4,4.43,0.0,0.0
0.0,1.0,2.0,0.0,4.0,1.0,2.0,5.0,0.0,1.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.6,0.0,1.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
1.0,0.0,7.0,1.0,4.0,0.0,0.5714285714285714,4.88,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,1.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.7494104477611945,1.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.89,0.0,1.0
1.0,0.0,4.0,0.0,5.0,0.0,1.25,4.6,0.0,0.0
0.0,0.0,1.0,0.0,4.0,0.0,4.0,4.56,0.0,1.0
1.0,0.0,6.0,1.0,3.0,0.0,0.5,4.5,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.93,0.0,1.0
0.0,0.0,2.0,1.0,1.0,0.0,0.5,4.0,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.0,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.5,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,5.0,0.0,1.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.65,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.7494104477611945,0.0,1.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.57,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.42,0.0,1.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
1.0,0.0,3.0,0.0,5.0,0.0,1.6666666666666667,4.65,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.82,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.89,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,3.8,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.67,0.0,1.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.5,1.0,0.0
1.0,0.0,6.0,0.0,1.0,0.0,0.16666666666666666,4.29,0.0,0.0
1.0,1.0,7.0,1.0,4.0,0.0,0.5714285714285714,4.88,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.8,0.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.7,0.0,0.0
1.0,0.0,6.0,1.0,2.0,0.0,0.3333333333333333,4.5,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.92,0.0,1.0
1.0,0.0,2.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0
0.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.48,0.0,1.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.89,0.0,0.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,5.0,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.62,0.0,1.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0
1.0,1.0,4.0,1.0,2.0,0.0,0.5,4.7494104477611945,1.0,0.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.75,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.57,0.0,1.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
1.0,1.0,4.0,0.0,2.0,0.0,0.5,4.0,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.83,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.88,1.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.7494104477611945,0.0,1.0
0.0,0.0,6.0,0.0,2.0,1.0,0.3333333333333333,5.0,0.0,1.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,5.0,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.8,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.75,0.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.7494104477611945,0.0,1.0
1.0,0.0,4.0,1.0,5.0,0.0,1.25,4.81,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.75,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.87,0.0,0.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.7494104477611945,0.0,0.0
0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.24,0.0,0.0
1.0,0.0,3.0,0.0,5.0,0.0,1.6666666666666667,4.92,1.0,0.0
1.0,0.0,5.0,1.0,2.0,0.0,0.4,4.33,0.0,0.0
0.0,0.0,6.0,1.0,3.0,0.0,0.5,4.67,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,0.0,7.0,1.0,3.0,0.0,0.42857142857142855,4.7494104477611945,0.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,5.0,0.0,0.0
1.0,0.0,4.0,1.0,2.0,0.0,0.5,4.68,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.91,0.0,0.0
1.0,0.0,6.0,0.0,2.0,0.0,0.3333333333333333,4.63,0.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,5.0,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.61,0.0,1.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.33,0.0,0.0
1.0,0.0,4.0,1.0,1.0,0.0,0.25,5.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,3.0,0.0,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.73,0.0,1.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.97,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.6,0.0,0.0
0.0,0.0,2.0,1.0,1.0,0.0,0.5,4.0,0.0,1.0
1.0,0.0,7.0,0.0,3.0,0.0,0.42857142857142855,4.23,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.8,0.0,1.0
1.0,1.0,7.0,1.0,5.0,0.0,0.7142857142857143,4.69,0.0,0.0
1.0,0.0,3.0,0.0,3.0,0.0,1.0,4.66,0.0,0.0
1.0,0.0,4.0,1.0,1.0,0.0,0.25,4.43,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.5,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.98,0.0,1.0
1.0,0.0,6.0,1.0,3.0,0.0,0.5,5.0,0.0,0.0
1.0,0.0,4.0,0.0,3.0,0.0,0.75,4.86,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.7494104477611945,0.0,1.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.59,0.0,1.0
1.0,1.0,4.0,0.0,2.0,0.0,0.5,4.95,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.67,1.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.78,0.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.7494104477611945,0.0,1.0
1.0,0.0,7.0,1.0,4.0,0.0,0.5714285714285714,5.0,0.0,0.0
1.0,0.0,5.0,0.0,2.0,0.0,0.4,4.83,0.0,0.0
1.0,0.0,5.0,1.0,4.0,0.0,0.8,4.7494104477611945,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.17,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,0.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.46,0.0,0.0
1.0,0.0,4.0,0.0,3.0,0.0,0.75,4.5,0.0,0.0
1.0,0.0,4.0,1.0,2.0,0.0,0.5,5.0,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
1.0,0.0,6.0,1.0,3.0,0.0,0.5,4.7494104477611945,0.0,0.0
0.0,0.0,4.0,0.0,1.0,0.0,0.25,4.45,0.0,1.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.54,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.98,0.0,0.0
1.0,0.0,4.0,0.0,5.0,0.0,1.25,5.0,0.0,0.0
0.0,1.0,2.0,1.0,1.0,0.0,0.5,4.88,0.0,1.0
1.0,1.0,3.0,0.0,2.0,0.0,0.6666666666666666,4.75,1.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.75,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.6,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
