room_type_Entire home/apt,neighbourhood_group_cleansed_Manhattan,accommodates,bathroom_type_baths,bedrooms,bathroom_type_shared,bedrooms_per_accommodates,review_scores_location,gym,room_type_Private room
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.52,0.0,1.0
1.0,0.0,6.0,1.0,3.0,0.0,0.5,4.67,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.69,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.17,0.0,1.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.7494104477611945,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.43,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,5.0,0.0,1.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.83,0.0,0.0
1.0,1.0,4.0,1.0,3.0,0.0,0.75,4.92,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.88,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.89,0.0,1.0
1.0,1.0,7.0,1.0,2.0,0.0,0.2857142857142857,4.72,1.0,0.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.85,0.0,1.0
1.0,1.0,4.0,1.0,2.0,0.0,0.5,5.0,1.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.64,0.0,1.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.78,1.0,1.0
1.0,1.0,6.0,0.0,2.0,0.0,0.3333333333333333,5.0,0.0,0.0
1.0,1.0,3.0,0.0,5.0,0.0,1.6666666666666667,4.39,0.0,0.0
1.0,1.0,4.0,0.0,2.0,0.0,0.5,4.93,0.0,0.0
1.0,0.0,5.0,0.0,1.0,0.0,0.2,4.44,0.0,0.0
1.0,1.0,4.0,1.0,2.0,0.0,0.5,5.0,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.95,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.75,0.0,1.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0
1.0,0.0,7.0,1.0,3.0,0.0,0.42857142857142855,4.5,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.48,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.86,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.94,0.0,0.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.94,0.0,0.0
1.0,1.0,3.0,1.0,1.0,0.0,0.3333333333333333,4.91,1.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.46,0.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.71,0.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.61,0.0,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.95,0.0,1.0
0.0,1.0,3.0,0.0,1.0,1.0,0.3333333333333333,4.48,0.0,1.0
1.0,0.0,2.0,0.0,2.0,0.0,1.0,4.47,1.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.8,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.94,0.0,1.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.7494104477611945,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.9,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.7494104477611945,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.97,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.04,0.0,1.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.75,0.0,0.0
1.0,0.0,7.0,0.0,2.0,0.0,0.2857142857142857,4.83,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.49,0.0,0.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.5,0.0,0.0
1.0,0.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.71,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.26,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.54,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.82,0.0,1.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.73,0.0,0.0
1.0,0.0,3.0,1.0,1.0,0.0,0.3333333333333333,4.22,0.0,0.0
0.0,1.0,2.0,1.0,1.0,0.0,0.5,4.88,0.0,1.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,5.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.4,0.0,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.92,0.0,1.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.86,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.73,0.0,0.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.33,1.0,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.19,0.0,1.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.78,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.43,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,1.0,4.0,0.0,2.0,0.0,0.5,4.42,0.0,0.0
